Date,Close
2020-01-02,12.920000076293945
2020-01-03,12.710000038146973
2020-01-06,12.680000305175781
2020-01-07,12.9399995803833
2020-01-08,13.109999656677246
2020-01-09,13.140000343322754
2020-01-10,12.979999542236328
2020-01-13,13.09000015258789
2020-01-14,13.140000343322754
2020-01-15,13.079999923706055
2020-01-16,13.199999809265137
2020-01-17,13.140000343322754
2020-01-21,12.510000228881836
2020-01-22,12.829999923706055
2020-01-23,12.8100004196167
2020-01-24,12.649999618530273
2020-01-27,12.460000038146973
2020-01-28,12.449999809265137
2020-01-29,12.520000457763672
2020-01-30,12.569999694824219
2020-01-31,12.369999885559082
2020-02-03,12.329999923706055
2020-02-04,12.460000038146973
2020-02-05,12.760000228881836
2020-02-06,12.869999885559082
2020-02-07,12.949999809265137
2020-02-10,13.0600004196167
2020-02-11,13.170000076293945
2020-02-12,13.399999618530273
2020-02-13,13.210000038146973
2020-02-14,13.119999885559082
2020-02-18,13.140000343322754
2020-02-19,13.149999618530273
2020-02-20,13.270000457763672
2020-02-21,12.9399995803833
2020-02-24,12.25
2020-02-25,11.819999694824219
2020-02-26,11.779999732971191
2020-02-27,11.279999732971191
2020-02-28,11.0
2020-03-02,11.260000228881836
2020-03-03,10.899999618530273
2020-03-04,11.119999885559082
2020-03-05,10.569999694824219
2020-03-06,10.460000038146973
2020-03-09,9.270000457763672
2020-03-10,10.020000457763672
2020-03-11,9.479999542236328
2020-03-12,8.289999961853027
2020-03-13,9.069999694824219
2020-03-16,7.650000095367432
2020-03-17,8.369999885559082
2020-03-18,8.09000015258789
2020-03-19,8.5
2020-03-20,8.15999984741211
2020-03-23,7.900000095367432
2020-03-24,8.960000038146973
2020-03-25,9.210000038146973
2020-03-26,9.869999885559082
2020-03-27,9.359999656677246
2020-03-30,9.520000457763672
2020-03-31,9.260000228881836
2020-04-01,8.899999618530273
2020-04-02,9.0
2020-04-03,8.84000015258789
2020-04-06,9.5600004196167
2020-04-07,9.59000015258789
2020-04-08,9.59000015258789
2020-04-09,10.050000190734863
2020-04-13,9.710000038146973
2020-04-14,9.899999618530273
2020-04-15,9.399999618530273
2020-04-16,9.1899995803833
2020-04-17,9.640000343322754
2020-04-20,9.670000076293945
2020-04-21,9.25
2020-04-22,9.229999542236328
2020-04-23,9.329999923706055
2020-04-24,9.40999984741211
2020-04-27,9.779999732971191
2020-04-28,10.329999923706055
2020-04-29,10.989999771118164
2020-04-30,10.760000228881836
2020-05-01,10.390000343322754
2020-05-04,10.15999984741211
2020-05-05,9.65999984741211
2020-05-06,9.600000381469727
2020-05-07,9.789999961853027
2020-05-08,9.949999809265137
2020-05-11,9.75
2020-05-12,9.59000015258789
2020-05-13,9.4399995803833
2020-05-14,9.359999656677246
2020-05-15,9.260000228881836
2020-05-18,9.960000038146973
2020-05-19,9.84000015258789
2020-05-20,10.09000015258789
2020-05-21,10.020000457763672
2020-05-22,9.819999694824219
2020-05-26,10.390000343322754
2020-05-27,10.84000015258789
2020-05-28,10.75
2020-05-29,10.699999809265137
2020-06-01,10.859999656677246
2020-06-02,11.119999885559082
2020-06-03,11.600000381469727
2020-06-04,11.609999656677246
2020-06-05,11.65999984741211
2020-06-08,11.949999809265137
2020-06-09,11.710000038146973
2020-06-10,11.489999771118164
2020-06-11,10.6899995803833
2020-06-12,10.880000114440918
2020-06-15,10.9399995803833
2020-06-16,11.100000381469727
2020-06-17,11.0600004196167
2020-06-18,11.079999923706055
2020-06-19,10.819999694824219
2020-06-22,11.0600004196167
2020-06-23,11.260000228881836
2020-06-24,10.960000038146973
2020-06-25,11.399999618530273
2020-06-26,11.220000267028809
2020-06-29,11.380000114440918
2020-06-30,11.539999961853027
2020-07-01,11.40999984741211
2020-07-02,11.649999618530273
2020-07-06,11.930000305175781
2020-07-07,11.710000038146973
2020-07-08,11.869999885559082
2020-07-09,11.670000076293945
2020-07-10,11.930000305175781
2020-07-13,11.800000190734863
2020-07-14,12.15999984741211
2020-07-15,12.069999694824219
2020-07-16,12.069999694824219
2020-07-17,12.069999694824219
2020-07-20,12.020000457763672
2020-07-21,12.3100004196167
2020-07-22,12.359999656677246
2020-07-23,12.15999984741211
2020-07-24,12.170000076293945
2020-07-27,12.300000190734863
2020-07-28,12.079999923706055
2020-07-29,11.979999542236328
2020-07-30,11.739999771118164
2020-07-31,11.680000305175781
2020-08-03,11.84000015258789
2020-08-04,12.0
2020-08-05,12.210000038146973
2020-08-06,12.239999771118164
2020-08-07,12.1899995803833
2020-08-10,12.279999732971191
2020-08-11,12.319999694824219
2020-08-12,12.520000457763672
2020-08-13,12.40999984741211
2020-08-14,12.329999923706055
2020-08-17,12.289999961853027
2020-08-18,12.140000343322754
2020-08-19,12.149999618530273
2020-08-20,12.029999732971191
2020-08-21,12.029999732971191
2020-08-24,12.270000457763672
2020-08-25,12.229999542236328
2020-08-26,12.380000114440918
2020-08-27,12.289999961853027
2020-08-28,12.359999656677246
2020-08-31,12.149999618530273
2020-09-01,12.1899995803833
2020-09-02,12.430000305175781
2020-09-03,12.229999542236328
2020-09-04,12.289999961853027
2020-09-08,12.020000457763672
2020-09-09,12.319999694824219
2020-09-10,12.210000038146973
2020-09-11,12.25
2020-09-14,12.520000457763672
2020-09-15,12.289999961853027
2020-09-16,12.350000381469727
2020-09-17,12.270000457763672
2020-09-18,12.029999732971191
2020-09-21,11.369999885559082
2020-09-22,11.229999542236328
2020-09-23,10.90999984741211
2020-09-24,10.779999732971191
2020-09-25,10.510000228881836
2020-09-28,11.069999694824219
2020-09-29,11.010000228881836
2020-09-30,11.149999618530273
2020-10-01,11.220000267028809
2020-10-02,11.34000015258789
2020-10-05,11.569999694824219
2020-10-06,11.579999923706055
2020-10-07,11.75
2020-10-08,11.779999732971191
2020-10-09,11.670000076293945
2020-10-12,11.8100004196167
2020-10-13,11.640000343322754
2020-10-14,11.510000228881836
2020-10-15,11.4399995803833
2020-10-16,11.619999885559082
2020-10-19,11.75
2020-10-20,12.369999885559082
2020-10-21,12.220000267028809
2020-10-22,12.4399995803833
2020-10-23,12.4399995803833
2020-10-26,12.390000343322754
2020-10-27,12.09000015258789
2020-10-28,11.59000015258789
2020-10-29,11.59000015258789
2020-10-30,11.6899995803833
2020-11-02,11.9399995803833
2020-11-03,12.729999542236328
2020-11-04,12.569999694824219
2020-11-05,12.989999771118164
2020-11-06,13.0600004196167
2020-11-09,13.529999732971191
2020-11-10,13.680000305175781
2020-11-11,13.649999618530273
2020-11-12,13.470000267028809
2020-11-13,13.670000076293945
2020-11-16,14.260000228881836
2020-11-17,14.5
2020-11-18,14.25
2020-11-19,14.470000267028809
2020-11-20,14.420000076293945
2020-11-23,14.5600004196167
2020-11-24,14.760000228881836
2020-11-25,14.619999885559082
2020-11-27,14.550000190734863
2020-11-30,14.140000343322754
2020-12-01,14.5
2020-12-02,14.539999961853027
2020-12-03,14.5
2020-12-04,14.4399995803833
2020-12-07,14.470000267028809
2020-12-08,14.430000305175781
2020-12-09,14.4399995803833
2020-12-10,14.15999984741211
2020-12-11,13.960000038146973
2020-12-14,13.9399995803833
2020-12-15,14.300000190734863
2020-12-16,14.210000038146973
2020-12-17,14.109999656677246
2020-12-18,14.0600004196167
2020-12-21,13.800000190734863
2020-12-22,13.680000305175781
2020-12-23,14.119999885559082
2020-12-24,14.069999694824219
2020-12-28,14.079999923706055
2020-12-29,14.109999656677246
2020-12-30,14.0600004196167
2020-12-31,14.130000114440918
2021-01-04,14.289999961853027
2021-01-05,14.609999656677246
2021-01-06,15.100000381469727
2021-01-07,15.539999961853027
2021-01-08,15.289999961853027
2021-01-11,15.229999542236328
2021-01-12,15.359999656677246
2021-01-13,15.109999656677246
2021-01-14,15.239999771118164
2021-01-15,15.130000114440918
2021-01-19,14.899999618530273
2021-01-20,14.949999809265137
2021-01-21,14.930000305175781
2021-01-22,14.880000114440918
2021-01-25,14.529999732971191
2021-01-26,14.9399995803833
2021-01-27,14.5600004196167
2021-01-28,15.109999656677246
2021-01-29,14.390000343322754
2021-02-01,14.640000343322754
2021-02-02,14.84000015258789
2021-02-03,14.930000305175781
2021-02-04,14.970000267028809
2021-02-05,14.930000305175781
2021-02-08,15.34000015258789
2021-02-09,15.34000015258789
2021-02-10,15.430000305175781
2021-02-11,15.300000190734863
2021-02-12,15.399999618530273
2021-02-16,15.859999656677246
2021-02-17,15.619999885559082
2021-02-18,15.369999885559082
2021-02-19,15.520000457763672
2021-02-22,15.729999542236328
2021-02-23,15.609999656677246
2021-02-24,15.960000038146973
2021-02-25,15.800000190734863
2021-02-26,15.520000457763672
2021-03-01,15.8100004196167
2021-03-02,15.979999542236328
2021-03-03,15.789999961853027
2021-03-04,15.399999618530273
2021-03-05,15.630000114440918
2021-03-08,15.680000305175781
2021-03-09,15.59000015258789
2021-03-10,15.65999984741211
2021-03-11,15.430000305175781
2021-03-12,15.449999809265137
2021-03-15,15.399999618530273
2021-03-16,15.510000228881836
2021-03-17,15.75
2021-03-18,16.020000457763672
2021-03-19,16.030000686645508
2021-03-22,16.100000381469727
2021-03-23,15.710000038146973
2021-03-24,15.779999732971191
2021-03-25,16.059999465942383
2021-03-26,16.040000915527344
2021-03-29,15.59000015258789
2021-03-30,15.600000381469727
2021-03-31,15.529999732971191
2021-04-01,15.850000381469727
2021-04-05,16.010000228881836
2021-04-06,16.229999542236328
2021-04-07,16.219999313354492
2021-04-08,16.190000534057617
2021-04-09,16.200000762939453
2021-04-12,16.170000076293945
2021-04-13,15.640000343322754
2021-04-14,15.789999961853027
2021-04-15,15.859999656677246
2021-04-16,16.110000610351562
2021-04-19,15.9399995803833
2021-04-20,15.569999694824219
2021-04-21,15.460000038146973
2021-04-22,15.1899995803833
2021-04-23,15.329999923706055
2021-04-26,15.380000114440918
2021-04-27,15.220000267028809
2021-04-28,15.550000190734863
2021-04-29,15.59000015258789
2021-04-30,15.289999961853027
2021-05-03,15.359999656677246
2021-05-04,15.0
2021-05-05,15.359999656677246
2021-05-06,15.65999984741211
2021-05-07,15.800000190734863
2021-05-10,15.430000305175781
2021-05-11,15.109999656677246
2021-05-12,14.960000038146973
2021-05-13,15.270000457763672
2021-05-14,15.489999771118164
2021-05-17,15.579999923706055
2021-05-18,15.529999732971191
2021-05-19,15.520000457763672
2021-05-20,15.75
2021-05-21,15.869999885559082
2021-05-24,15.979999542236328
2021-05-25,15.989999771118164
2021-05-26,15.930000305175781
2021-05-27,16.229999542236328
2021-05-28,16.3700008392334
2021-06-01,16.489999771118164
2021-06-02,16.43000030517578
2021-06-03,16.520000457763672
2021-06-04,16.469999313354492
2021-06-07,16.469999313354492
2021-06-08,16.450000762939453
2021-06-09,16.270000457763672
2021-06-10,16.18000030517578
2021-06-11,16.239999771118164
2021-06-14,16.260000228881836
2021-06-15,16.3700008392334
2021-06-16,16.18000030517578
2021-06-17,15.880000114440918
2021-06-18,15.520000457763672
2021-06-21,15.59000015258789
2021-06-22,15.420000076293945
2021-06-23,15.489999771118164
2021-06-24,15.65999984741211
2021-06-25,15.680000305175781
2021-06-28,15.550000190734863
2021-06-29,15.479999542236328
2021-06-30,15.34000015258789
2021-07-01,15.470000267028809
2021-07-02,15.40999984741211
2021-07-06,15.1899995803833
